prompt_id,seed,step_index,node_i,label_action,label_horizon,sigma,delta_sigma,progress,remaining_steps,raw_rel_l1,acc_rel_l1,h_norm,h_norm_drift,h_cos_drift,refresh_distance,prev_action_code,src_rel_l1,tar_rel_l1,cos_hsrc_htar,rel_l1_src_tar,branch_asymmetry,dv_norm_proxy,damage_fresh,damage_cache,damage_jump_1.25,damage_jump_1.5,damage_jump_2.0
geneval_single_object_2,0,6,6,cache,1.0,0.8731700778007507,-0.023935258388519287,0.21428571428571427,22.0,0.263671875,0.263671875,0.322265625,0.22897196261627462,0.011800050735473633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,49.14291833176908,27.175207576127608,26.732799269117294,25.875378754976538
geneval_single_object_2,0,8,8,cache,1.0,0.8243773579597473,-0.025834202766418457,0.2857142857142857,20.0,0.2060546875,0.2060546875,0.212890625,0.1742424242417484,0.007789433002471924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,50.86025101656276,27.78311128299912,27.382438515363262,26.53344680229628
geneval_single_object_2,0,10,10,cache,1.0,0.771673858165741,-0.02796834707260132,0.35714285714285715,18.0,0.1591796875,0.1591796875,0.16015625,0.12765957446738976,0.0050414204597473145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,49.823656542961785,28.801385476188454,28.385380451123552,27.458296160154454
geneval_single_object_2,0,12,12,cache,1.0,0.714569628238678,-0.030378341674804688,0.42857142857142855,16.0,0.1298828125,0.0,0.12890625,0.1020408163258198,0.003491342067718506,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,49.629534019868366,30.09852258677673,29.601030628713033,28.66247276387909
geneval_single_object_2,0,14,14,cache,1.0,0.652489423751831,-0.03311377763748169,0.5,14.0,0.12109375,0.24072265625,0.10791015625,0.08677685950339785,0.0026577115058898926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,50.4633600488897,31.78635639137584,31.274058064423155,30.355011504795343
geneval_single_object_2,0,16,16,jump_2.0,2.0,0.5847535133361816,-0.03623616695404053,0.5714285714285714,12.0,0.1103515625,0.1103515625,0.09326171875,0.07729468598957343,0.002265036106109619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,52.28825201888671,33.7659194920485,33.28461284679578,32.38620358920795
geneval_single_object_2,0,18,18,jump_2.0,2.0,0.5105518102645874,-0.03982192277908325,0.6428571428571429,10.0,0.10498046875,0.0,0.08251953125,0.0611111111104158,0.002576887607574463,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,48.01162511264377,35.341128074209905,34.92186106599083,34.07669808180814
geneval_single_object_2,0,20,20,jump_2.0,2.0,0.4289122223854065,-0.043967485427856445,0.7142857142857143,8.0,0.1044921875,0.21044921875,0.07421875,0.049999999999359994,0.0032429099082946777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,48.04504899573029,36.289631853320785,36.13296766806097,35.4816632174439
geneval_single_object_2,0,22,22,jump_2.0,2.0,0.338657408952713,-0.04879581928253174,0.7857142857142857,6.0,0.1240234375,0.1240234375,0.06982421875,0.027210884353362393,0.0057337284088134766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,46.82066527396283,44.91229430899334,44.53895091224216,42.75929486523704
geneval_single_object_2,0,24,24,jump_2.0,2.0,0.23834773898124695,-0.05446554720401764,0.8571428571428571,4.0,0.1162109375,0.0,0.06884765625,0.0,0.005889952182769775,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,43.498718689492236,41.75383895660467,40.777512747253716,38.696033910103324
geneval_two_object_1,0,2,2,cache,1.0,0.9606437683105469,-0.020715534687042236,0.07142857142857142,26.0,0.734375,0.0,1.9140625,0.7177419354837651,0.023885726928710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,37.31300589917852,28.04792243011372,28.171702630789646,27.583555580742495
geneval_two_object_1,0,4,4,cache,1.0,0.91847163438797,-0.022238194942474365,0.14285714285714285,24.0,0.412109375,0.0,0.57421875,0.3797468354426278,0.019282281398773193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,34.00388090805594,26.472526425769637,26.21649100766751,25.584034372129455
geneval_two_object_1,0,6,6,cache,1.0,0.8731700778007507,-0.023935258388519287,0.21428571428571427,22.0,0.26171875,0.26171875,0.314453125,0.22596153846098227,0.011932194232940674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,36.84274506316938,27.376267324074462,27.003899938826493,26.178925196078303
geneval_two_object_1,0,8,8,cache,1.0,0.8243773579597473,-0.025834202766418457,0.2857142857142857,20.0,0.203125,0.203125,0.2109375,0.1627906976737725,0.007974863052368164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,42.29011653525221,28.138265450294067,27.709139926422672,26.865948892261112
geneval_two_object_1,0,10,10,cache,1.0,0.771673858165741,-0.02796834707260132,0.35714285714285715,18.0,0.15625,0.15625,0.16015625,0.1229946524057436,0.005165576934814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,48.772985921102325,28.740851325176124,28.319304702474636,27.513311784775468
geneval_two_object_1,0,12,12,cache,1.0,0.714569628238678,-0.030378341674804688,0.42857142857142855,16.0,0.12158203125,0.0,0.1318359375,0.08783783783723009,0.0034626126289367676,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,40.56788758861593,29.397333782979427,28.868652922116162,27.903825935551563
geneval_two_object_1,0,14,14,cache,1.0,0.652489423751831,-0.03311377763748169,0.5,14.0,0.1142578125,0.2294921875,0.11279296875,0.0759999999993774,0.0025742650032043457,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,47.11398846937612,30.895118535886464,30.34990790196901,29.431177554111002
geneval_two_object_1,0,16,16,jump_1.25,1.25,0.5847535133361816,-0.03623616695404053,0.5714285714285714,12.0,0.11279296875,0.11279296875,0.0986328125,0.06912442396248125,0.0022498369216918945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,47.64183363934478,32.38799923024844,31.822192229213226,30.91436583799161
geneval_two_object_1,0,18,18,jump_2.0,2.0,0.5105518102645874,-0.03982192277908325,0.6428571428571429,10.0,0.103515625,0.0,0.087890625,0.05263157894680111,0.0022153854370117188,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,44.235975674817816,33.60216934238469,33.18138492507485,32.229569442548886
geneval_two_object_1,0,20,20,jump_2.0,2.0,0.4289122223854065,-0.043967485427856445,0.7142857142857143,8.0,0.103515625,0.21484375,0.0791015625,0.04705882352884484,0.002720475196838379,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,44.83208445027906,33.56337103399721,33.415758157656434,32.64638209543233
geneval_two_object_1,0,22,22,jump_2.0,2.0,0.338657408952713,-0.04879581928253174,0.7857142857142857,6.0,0.12353515625,0.12353515625,0.07421875,0.03184713375754635,0.004877209663391113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,43.95104385516256,42.360283736001314,41.635529711878696,39.89335995862639
geneval_two_object_1,0,24,24,jump_2.0,2.0,0.23834773898124695,-0.05446554720401764,0.8571428571428571,4.0,0.119140625,0.0,0.072265625,0.006711409395880906,0.0060288310050964355,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,40.508496598961166,38.605416403221525,37.56004583154221,35.47580608349793
